title,date,url
2024年9月杨浦区环境信息公开地表水质量状况,2024.10.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20241018/466068.html
2024年8月杨浦区环境信息公开地表水质量状况,2024.09.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/058a82b32e6f42b1a5419f2afe338a8d.html
2024年8月杨浦区环境信息公开环境空气质量状况,2024.09.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/961194929a004dc8a909498244f269f7.html
2024年8月杨浦区环境信息公开污染源监督监测检查统计,2024.09.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/374102b0c9514b3db33e265544354f26.html
2024年7月杨浦区环境信息公开污染源监督监测检查统计,2024.07.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/75329a9b84e145719b58a6455fb8b970.html
2024年7月杨浦区环境信息公开环境空气质量状况,2024.07.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/8f5e9a9d80f6406f9f6ca91fc46289fa.html
2024年7月杨浦区环境信息公开地表水质量状况,2024.07.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240918/6d40dee9ae0f4945a24d16fafd462d9e.html
2024年6月杨浦区环境信息公开污染源监督监测检查统计,2024.07.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240715/e792bc453faf46899dc6e4a19f593cf6.html
2024年6月杨浦区环境信息公开环境空气质量状况,2024.07.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240715/98eecdb41cd94e5bae9efed2a559082e.html
2024年6月杨浦区环境信息公开地表水质量状况,2024.07.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240715/3f6d0141bc60441797708fc6efa37d21.html
2024年上半年杨浦区环境信息公开声环境质量状况,2024.06.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240619/e86eaa7a3a8c489da211e46cc33a2b92.html
2024年5月杨浦区环境信息公开污染源监督监测检查统计,2024.06.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240619/7f1b56ab07d14b299e81baffd08e4ed9.html
2024年5月杨浦区环境信息公开环境空气质量状况,2024.06.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240619/601ab6b550d847b38b14cc23d99f229d.html
2024年5月杨浦区环境信息公开地表水质量状况,2024.06.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240619/6f47919672834630b4248cc11bf00a5f.html
2024年4月杨浦区环境信息公开地表水质量状况,2024.05.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240515/4a60a475e29641edb48bb525273251ed.html
2024年4月杨浦区环境信息公开环境空气质量状况,2024.05.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240515/cff91505381549d69f8eabce1817ab75.html
2024年4月杨浦区环境信息公开污染源监督监测检查统计,2024.05.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240515/4bc248c8e61c49cfbbc9183cdee57420.html
2024年3月杨浦区环境信息公开环境空气质量状况,2024.04.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240417/452671.html
2024年3月杨浦区环境信息公开地表水环境质量状况,2024.04.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240417/452670.html
2024年3月杨浦区环境信息公开污染源监督监测检查统计,2024.04.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240417/452672.html
2024年2月杨浦区环境信息公开污染源监督监测检查统计,2024.03.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240315/fa42d6a4c84a49d0857665e002069d82.html
2024年2月杨浦区环境信息公开环境空气质量状况,2024.03.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240315/da59f7d4f0a745af884928595f9b7ad0.html
2024年2月杨浦区环境信息公开地表水质量状况,2024.03.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240315/56831955c59b43189bfffdf78420a56b.html
2024年1月杨浦区环境信息公开环境空气质量状况,2024.02.23,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240223/3aa73df8d80f49e1958c47ad616fa099.html
2024年1月杨浦区环境信息公开污染源监督监测检查统计,2024.02.23,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240223/10c40bfe186f4111bf3782921e406251.html
2024年1月杨浦区环境信息公开地表水环境质量状况,2024.02.23,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240223/9b0f2e0952d34ba29577dcdd72d9c785.html
2023年12月杨浦区环境信息公开环境空气质量状况,2024.01.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/3d9575584d6244688934d75ba6b37e97.html
2023年12月杨浦区环境信息公开地表水质量状况,2024.01.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/05159eec2e244edf9815027b27919244.html
2023年12月杨浦区环境信息公开污染源监督监测达标率统计,2024.01.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/16059c57591440eeba368dc688429ce7.html
2023年11月杨浦区环境信息公开污染源监督监测达标率统计,2023.12.22,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/0f30bc1b946c4dfebff7bf00f27ab47a.html
2023年11月杨浦区环境信息公开环境空气质量状况,2023.12.22,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/4e970985f79446968422fcc731154c60.html
2023年11月杨浦区环境信息公开地表水质量状况,2023.12.22,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20240129/677cfa174d074968be01e9e07c29a54a.html
2023年10月杨浦区环境信息公开污染源监督监测达标率统计,2023.12.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231206/25b0f9a1cf8a4cff963f324a1268a56c.html
2023年10月杨浦区环境信息公开环境空气质量状况,2023.12.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231206/c406bb2207544dbd87b329cd813b6dac.html
2023年10月杨浦区环境信息公开地表水质量状况,2023.12.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231206/d37542086b2544a0af53496faddae788.html
2023年下半年杨浦区环境信息公开声环境质量状况,2023.10.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231025/72ef475debe7486db3b798da3bac1e91.html
2023年9月杨浦区环境信息公开污染源监督监测达标率统计,2023.10.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231025/3d7d4d2a5e81402d9bd68fd8370af5b1.html
2023年9月杨浦区环境信息公开环境空气质量状况,2023.10.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231025/f4ce189d22954a5693b7e957917e32c6.html
2023年9月杨浦区环境信息公开地表水质量状况,2023.10.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20231025/ac7488c89c8748fc8592e3bf423cfa99.html
2023年8月杨浦区环境信息公开地表水质量状况,2023.09.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230919/aaa8f135c9774074ad3c6a42dabfcd06.html
2023年8月杨浦区环境信息公开环境空气质量状况,2023.09.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230919/67936d6a93554a2cacc1cd117a8001b2.html
2023年8月杨浦区环境信息公开污染源监督监测达标率统计,2023.09.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230919/da14a7d27a964a4ea41a0705f4b1a364.html
2023年6月杨浦区环境信息公开 污染源监督监测统计,2023.07.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230717/b2432ec5bebb498099f5867ffe6a489b.html
2023年6月杨浦区环境信息公开 环境空气质量,2023.07.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230717/5063960b9d284f818f7001a72e3adb66.html
2023年6月杨浦区环境信息公开 地表水环境质量,2023.07.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230717/84cf7d3b6f944a4aad1f75b941dbcc9c.html
2023年上半年杨浦区环境信息公开声环境质量状况,2023.06.16,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230616/94ae530642b747658b3ebc2026eb8da6.html
2023年5月杨浦区环境信息公开污染源监督监测达标率统计,2023.06.16,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230616/30319bf6d161493693883ec11947785c.html
2023年5月杨浦区环境信息公开环境空气质量状况,2023.06.16,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230616/615e3a5e359b486da7440365c4e632ad.html
2023年5月杨浦区环境信息公开地表水质量状况,2023.06.16,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230616/0c5184e7fde5431698a9bc97e85b6edf.html
2023年4月杨浦区环境信息公开 地表水环境质量,2023.05.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230517/11d11b7591d14457a3095211b4afbf65.html
2023年4月杨浦区环境信息公开 环境空气质量,2023.05.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230517/65af5f0f22a3466abf1d50f7866afb7b.html
2023年4月杨浦区环境信息公开 污染源监督监测统计,2023.05.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230517/e415b4e35bce42d88b7215a7bfa513f0.html
2023年3月杨浦区环境信息公开地表水质量状况,2023.04.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230421/13262a36d23b4f37bce58624baf90793.html
2023年3月杨浦区环境信息公开环境空气质量状况,2023.04.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230421/fd1cf27712584ca4aaad175ca085085c.html
2023年3月杨浦区环境信息公开污染源监督监测达标率统计,2023.04.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230421/d2d4fd77c26842e1bb5151b348eadc39.html
2023年2月杨浦区环境信息公开污染源监督监测达标率统计,2023.03.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230317/4b317dec1104468cbfa30e71094e254e.html
2023年2月杨浦区环境信息公开环境空气质量状况,2023.03.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230317/2461ed27e3fa41d68d6bff4c4c7ab51b.html
2023年2月杨浦区环境信息公开地表水质量状况,2023.03.17,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230317/00d4c8a581e440d3915fb24a134b1962.html
2023年1月杨浦区环境信息公开污染源监督监测达标率统计,2023.02.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230224/4236735649494330a405005a63476fd2.html
2023年1月杨浦区环境信息公开环境空气质量状况,2023.02.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230224/40984b15643349a0adf4d2be09d78f46.html
2023年1月杨浦区环境信息公开地表水质量状况,2023.02.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230224/8945fd42686f4ad0a1351b882d144ad7.html
2022年12月杨浦区环境信息公开环境空气质量状况,2023.01.29,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230201/7c337f23d4bc4bf9b5f7555441a70ede.html
2022年12月杨浦区环境信息公开地表水质量状况,2023.01.29,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230201/0b7860dbc34046b99398c5dbf51e553d.html
2022年12月杨浦区环境信息公开污染源监督监测达标率统计,2023.01.29,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230201/1ef401da436b465eaef663cb1ed370d1.html
2022年11月杨浦区环境信息公开污染源监督监测达标率统计,2022.12.28,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230111/c63d48a5a39042c49b7dfa90a9095d98.html
2022年11月杨浦区环境信息公开地表水质量状况,2022.12.28,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230111/91a4b182154b4dd1bc54d0cb131e8d2d.html
2022年11月杨浦区环境信息公开环境空气质量状况,2022.12.28,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20230111/9d99938936dc4f55bb02e19993fbd857.html
2022年10月杨浦区环境信息公开地表水质量状况,2022.11.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221121/51ae1f155b474262b28c3c0b351ab25e.html
2022年10月杨浦区环境信息公开污染源监督监测达标率统计,2022.11.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221121/84496fce2ae047a4a987151ed3f22974.html
2022年10月杨浦区环境信息公开环境空气质量状况,2022.11.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221121/acd0121bb3f949638b7666a85607946b.html
2022年9月杨浦区环境信息公开环境空气质量状况,2022.10.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221019/91461b4216224dfda76505ffb57fd4fb.html
2022年9月杨浦区环境信息公开地表水质量状况,2022.10.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221019/76aa7877e4fe4bfb97ae0a7544aaf88e.html
2022年下半年杨浦区环境信息公开声环境质量状况,2022.10.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221019/17e25076ea424e25a8d60c57a787322e.html
2022年9月杨浦区环境信息公开污染源监督监测达标率统计,2022.10.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20221019/f86414910a9c41bfbc2fcb71dd91ed14.html
2022年7月杨浦区环境信息公开环境空气质量状况,2022.08.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220815/7bec1ee93087416d871a2ba85a798f65.html
2022年7月杨浦区环境信息公开地表水质量状况,2022.08.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220815/a8cdc22240d449e1ac8873a9ed3cd57e.html
2022年7月杨浦区环境信息公开污染源监督监测达标率统计,2022.08.15,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220815/1c896f137b8c4a3783a8a43527b4e275.html
2022年6月杨浦区环境信息公开地表水质量状况,2022.07.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220718/7ca3f32f69c148c2a487b282cb85b4ef.html
2022年6月杨浦区环境信息公开环境空气质量状况,2022.07.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220718/8e4fec01d39e49c4a3e9d89e2b31036a.html
2022年6月杨浦区环境信息公开污染源监督监测达标率统计,2022.07.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220718/2694c4f175274d65804bf234381889e3.html
2022年上半年杨浦区环境信息公开声环境质量状况,2022.07.18,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220718/62e09bf2468a43868380302c25e79e7b.html
2022年5月杨浦区环境信息公开环境空气质量状况,2022.06.28,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220706/9a2a1acc053b41978f7d65d4708e9dff.html
2022年5月杨浦区环境信息公开污染源监督监测达标率统计,2022.06.28,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220706/5b48e97453c04afea99bbc44555bc49a.html
2022年4月杨浦区环境信息公开污染源监督监测达标率统计,2022.05.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220525/409249.html
2022年4月杨浦区环境信息公开 环境空气质量,2022.05.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220525/409250.html
2022年4月杨浦区环境信息公开地表水质量状况,2022.05.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220525/409251.html
2022年3月杨浦区环境信息公开污染源监督监测达标率统计,2022.04.27,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220427/407830.html
2022年3月杨浦区环境信息公开环境空气质量状况,2022.04.27,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220427/407831.html
2022年3月杨浦区环境信息公开地表水质量状况,2022.04.27,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220427/407832.html
2022年2月杨浦区环境信息公开地表水质量状况,2022.03.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220321/405412.html
2022年2月杨浦区环境信息公开环境空气质量状况,2022.03.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220321/405411.html
2022年2月杨浦区环境信息公开污染源监督监测达标率统计,2022.03.21,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220321/405410.html
2022年1月杨浦区环境信息公开污染源监督监测达标率统计,2022.02.14,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220214/402981.html
2022年1月杨浦区环境信息公开环境空气质量状况,2022.02.14,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220214/402982.html
2022年1月杨浦区环境信息公开地表水质量状况,2022.02.14,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220214/402983.html
2021年12月杨浦区环境信息公开污染源监督监测达标率统计,2022.01.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220119/401232.html
2021年12月杨浦区环境信息公开环境空气质量状况,2022.01.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220119/401233.html
2021年12月杨浦区环境信息公开地表水质量状况,2022.01.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20220119/401234.html
2021年11月杨浦区环境信息公开地表水质量状况,2021.12.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211220/399074.html
2021年11月杨浦区环境信息公开污染源监督监测达标率统计,2021.12.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211220/399075.html
2021年11月杨浦区环境信息公开环境空气质量状况,2021.12.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211220/399076.html
2021年10月杨浦区环境信息公开环境空气质量状况,2021.11.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211119/396916.html
2021年10月杨浦区环境信息公开地表水质量状况,2021.11.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211119/396917.html
2021年10月杨浦区环境信息公开污染源监督监测达标率统计,2021.11.19,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211119/396915.html
2021年9月杨浦区环境信息公开污染源监督监测达标率统计,2021.10.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211020/394558.html
2021年9月杨浦区环境信息公开声环境质量状况,2021.10.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211020/394559.html
2021年9月杨浦区环境信息公开环境空气质量状况,2021.10.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211020/394560.html
2021年9月杨浦区环境信息公开地表水质量状况,2021.10.20,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20211020/394561.html
2021年8月杨浦区环境信息公开污染源监督监测达标率统计,2021.09.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210924/392762.html
2021年8月杨浦区环境信息公开地表水质量状况,2021.09.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210924/392763.html
2021年8月杨浦区环境信息公开环境空气质量状况,2021.09.24,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210924/392764.html
2021年7月杨浦区环境信息公开地表水质量状况,2021.08.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210825/390696.html
2021年7月杨浦区环境信息公开环境空气质量状况,2021.08.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210825/390697.html
2021年7月杨浦区环境信息公开污染源监督监测达标率统计,2021.08.25,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210825/390698.html
2021年6月杨浦区环境信息公开环境空气质量状况,2021.07.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210726/387970.html
2021年6月杨浦区环境信息公开地表水质量状况,2021.07.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210726/387971.html
2021年6月杨浦区环境信息公开污染源监督监测达标率统计,2021.07.26,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210726/387969.html
2021年5月杨浦区环境信息公开声环境质量状况,2021.06.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210630/385183.html
2021年5月杨浦区环境信息公开污染源监督监测达标率统计,2021.06.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210630/385184.html
2021年5月杨浦区环境信息公开地表水质量状况,2021.06.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210630/385181.html
2021年5月杨浦区环境信息公开环境空气质量状况,2021.06.30,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjc/20210630/385182.html
